JurisdictionID,JurisContainerID,JurisName,EISCandidateID,CandidateName,EISContestID,ContestName,PrecinctName,Registration,EISPartyID,PartyName,VoteCount
63,0,McHENRY,0,Under Votes,210,COMPTROLLER,MAR  2,1040,0,,0
63,0,McHENRY,0,Over Votes,210,COMPTROLLER,MAR  2,1040,0,,1
63,0,McHENRY,0,Blank Ballots,380,14TH CONGRESS,MAR  2,1040,0,,24
63,0,McHENRY,0,Under Votes,380,14TH CONGRESS,MAR  2,1040,0,,0
63,0,McHENRY,0,Over Votes,380,14TH CONGRESS,MAR  2,1040,0,,0
63,0,McHENRY,0,Blank Ballots,1100,32ND SENATE,MAR  2,1040,0,,15
63,0,McHENRY,0,Under Votes,1100,32ND SENATE,MAR  2,1040,0,,0
63,0,McHENRY,0,Over Votes,1100,32ND SENATE,MAR  2,1040,0,,0
63,0,McHENRY,0,Blank Ballots,2000,63RD REPRESENTATIVE,MAR  2,1040,0,,13
63,0,McHENRY,0,Under Votes,2000,63RD REPRESENTATIVE,MAR  2,1040,0,,0
63,0,McHENRY,0,Over Votes,2000,63RD REPRESENTATIVE,MAR  2,1040,0,,0
63,0,McHENRY,0,Blank Ballots,4670,22ND CIRCUIT- GRAHAM VACANCY,MAR  2,1040,0,,111
63,0,McHENRY,0,Under Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,MAR  2,1040,0,,0
63,0,McHENRY,0,Over Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,MAR  2,1040,0,,0
63,0,McHENRY,0,Blank Ballots,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,MAR  3,1225,0,,40
63,0,McHENRY,0,Under Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,MAR  3,1225,0,,0
63,0,McHENRY,0,Over Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,MAR  3,1225,0,,0
63,0,McHENRY,0,Blank Ballots,120,PRESIDENT AND VICE PRESIDENT,MAR  3,1225,0,,22
63,0,McHENRY,0,Under Votes,120,PRESIDENT AND VICE PRESIDENT,MAR  3,1225,0,,0
63,0,McHENRY,0,Over Votes,120,PRESIDENT AND VICE PRESIDENT,MAR  3,1225,0,,0
63,0,McHENRY,0,Blank Ballots,160,UNITED STATES SENATOR,MAR  3,1225,0,,18
63,0,McHENRY,0,Under Votes,160,UNITED STATES SENATOR,MAR  3,1225,0,,0
63,0,McHENRY,0,Over Votes,160,UNITED STATES SENATOR,MAR  3,1225,0,,0
63,0,McHENRY,0,Blank Ballots,210,COMPTROLLER,MAR  3,1225,0,,20
63,0,McHENRY,0,Under Votes,210,COMPTROLLER,MAR  3,1225,0,,0
63,0,McHENRY,0,Over Votes,210,COMPTROLLER,MAR  3,1225,0,,0
63,0,McHENRY,0,Blank Ballots,380,14TH CONGRESS,MAR  3,1225,0,,26
63,0,McHENRY,0,Under Votes,380,14TH CONGRESS,MAR  3,1225,0,,0
63,0,McHENRY,0,Over Votes,380,14TH CONGRESS,MAR  3,1225,0,,0
63,0,McHENRY,0,Blank Ballots,1100,32ND SENATE,MAR  3,1225,0,,22
63,0,McHENRY,0,Under Votes,1100,32ND SENATE,MAR  3,1225,0,,0
63,0,McHENRY,0,Over Votes,1100,32ND SENATE,MAR  3,1225,0,,0
63,0,McHENRY,0,Blank Ballots,2000,63RD REPRESENTATIVE,MAR  3,1225,0,,14
63,0,McHENRY,0,Under Votes,2000,63RD REPRESENTATIVE,MAR  3,1225,0,,0
63,0,McHENRY,0,Over Votes,2000,63RD REPRESENTATIVE,MAR  3,1225,0,,0
63,0,McHENRY,0,Blank Ballots,4670,22ND CIRCUIT- GRAHAM VACANCY,MAR  3,1225,0,,155
63,0,McHENRY,0,Under Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,MAR  3,1225,0,,0
63,0,McHENRY,0,Over Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,MAR  3,1225,0,,0
63,0,McHENRY,0,Blank Ballots,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,MAR  4,1564,0,,81
63,0,McHENRY,0,Under Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,MAR  4,1564,0,,0
63,0,McHENRY,0,Over Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,MAR  4,1564,0,,0
63,0,McHENRY,0,Blank Ballots,120,PRESIDENT AND VICE PRESIDENT,MAR  4,1564,0,,13
63,0,McHENRY,0,Under Votes,120,PRESIDENT AND VICE PRESIDENT,MAR  4,1564,0,,0
63,0,McHENRY,0,Over Votes,120,PRESIDENT AND VICE PRESIDENT,MAR  4,1564,0,,0
63,0,McHENRY,0,Blank Ballots,160,UNITED STATES SENATOR,MAR  4,1564,0,,28
63,0,McHENRY,0,Under Votes,160,UNITED STATES SENATOR,MAR  4,1564,0,,0
63,0,McHENRY,0,Over Votes,160,UNITED STATES SENATOR,MAR  4,1564,0,,0
63,0,McHENRY,0,Blank Ballots,210,COMPTROLLER,MAR  4,1564,0,,35
63,0,McHENRY,0,Under Votes,210,COMPTROLLER,MAR  4,1564,0,,0
63,0,McHENRY,0,Over Votes,210,COMPTROLLER,MAR  4,1564,0,,0
63,0,McHENRY,0,Blank Ballots,380,14TH CONGRESS,MAR  4,1564,0,,41
63,0,McHENRY,0,Under Votes,380,14TH CONGRESS,MAR  4,1564,0,,0
63,0,McHENRY,0,Over Votes,380,14TH CONGRESS,MAR  4,1564,0,,0
63,0,McHENRY,0,Blank Ballots,1100,32ND SENATE,MAR  4,1564,0,,33
63,0,McHENRY,0,Under Votes,1100,32ND SENATE,MAR  4,1564,0,,0
63,0,McHENRY,0,Over Votes,1100,32ND SENATE,MAR  4,1564,0,,0
63,0,McHENRY,0,Blank Ballots,2000,63RD REPRESENTATIVE,MAR  4,1564,0,,32
63,0,McHENRY,0,Under Votes,2000,63RD REPRESENTATIVE,MAR  4,1564,0,,0
63,0,McHENRY,0,Over Votes,2000,63RD REPRESENTATIVE,MAR  4,1564,0,,0
63,0,McHENRY,0,Blank Ballots,4670,22ND CIRCUIT- GRAHAM VACANCY,MAR  4,1564,0,,192
63,0,McHENRY,0,Under Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,MAR  4,1564,0,,0
63,0,McHENRY,0,Over Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,MAR  4,1564,0,,0
63,0,McHENRY,0,Blank Ballots,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,DUN  1,1720,0,,66
63,0,McHENRY,0,Under Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,DUN  1,1720,0,,0
63,0,McHENRY,0,Over Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,DUN  1,1720,0,,0
63,0,McHENRY,0,Blank Ballots,120,PRESIDENT AND VICE PRESIDENT,DUN  1,1720,0,,18
63,0,McHENRY,0,Under Votes,120,PRESIDENT AND VICE PRESIDENT,DUN  1,1720,0,,0
63,0,McHENRY,0,Over Votes,120,PRESIDENT AND VICE PRESIDENT,DUN  1,1720,0,,1
63,0,McHENRY,0,Blank Ballots,160,UNITED STATES SENATOR,DUN  1,1720,0,,17
63,0,McHENRY,0,Under Votes,160,UNITED STATES SENATOR,DUN  1,1720,0,,0
63,0,McHENRY,0,Over Votes,160,UNITED STATES SENATOR,DUN  1,1720,0,,1
63,0,McHENRY,0,Blank Ballots,210,COMPTROLLER,DUN  1,1720,0,,26
63,0,McHENRY,0,Under Votes,210,COMPTROLLER,DUN  1,1720,0,,0
63,0,McHENRY,0,Over Votes,210,COMPTROLLER,DUN  1,1720,0,,0
63,0,McHENRY,0,Blank Ballots,380,14TH CONGRESS,DUN  1,1720,0,,40
63,0,McHENRY,0,Under Votes,380,14TH CONGRESS,DUN  1,1720,0,,0
63,0,McHENRY,0,Over Votes,380,14TH CONGRESS,DUN  1,1720,0,,0
63,0,McHENRY,0,Blank Ballots,1100,32ND SENATE,DUN  1,1720,0,,32
63,0,McHENRY,0,Under Votes,1100,32ND SENATE,DUN  1,1720,0,,0
63,0,McHENRY,0,Over Votes,1100,32ND SENATE,DUN  1,1720,0,,0
63,0,McHENRY,0,Blank Ballots,2000,63RD REPRESENTATIVE,DUN  1,1720,0,,38
63,0,McHENRY,0,Under Votes,2000,63RD REPRESENTATIVE,DUN  1,1720,0,,0
63,0,McHENRY,0,Over Votes,2000,63RD REPRESENTATIVE,DUN  1,1720,0,,0
63,0,McHENRY,0,Blank Ballots,4670,22ND CIRCUIT- GRAHAM VACANCY,DUN  1,1720,0,,237
63,0,McHENRY,0,Under Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,DUN  1,1720,0,,0
63,0,McHENRY,0,Over Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,DUN  1,1720,0,,0
63,0,McHENRY,0,Blank Ballots,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,CHE  1,870,0,,40
63,0,McHENRY,0,Under Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,CHE  1,870,0,,0
63,0,McHENRY,0,Over Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,CHE  1,870,0,,0
63,0,McHENRY,0,Blank Ballots,120,PRESIDENT AND VICE PRESIDENT,CHE  1,870,0,,13
63,0,McHENRY,0,Under Votes,120,PRESIDENT AND VICE PRESIDENT,CHE  1,870,0,,0
63,0,McHENRY,0,Over Votes,120,PRESIDENT AND VICE PRESIDENT,CHE  1,870,0,,0
63,0,McHENRY,0,Blank Ballots,160,UNITED STATES SENATOR,CHE  1,870,0,,7
63,0,McHENRY,0,Under Votes,160,UNITED STATES SENATOR,CHE  1,870,0,,0
63,0,McHENRY,0,Over Votes,160,UNITED STATES SENATOR,CHE  1,870,0,,0
63,0,McHENRY,0,Blank Ballots,210,COMPTROLLER,CHE  1,870,0,,13
63,0,McHENRY,0,Under Votes,210,COMPTROLLER,CHE  1,870,0,,0
63,0,McHENRY,0,Over Votes,210,COMPTROLLER,CHE  1,870,0,,0
63,0,McHENRY,0,Blank Ballots,380,14TH CONGRESS,CHE  1,870,0,,20
63,0,McHENRY,0,Under Votes,380,14TH CONGRESS,CHE  1,870,0,,0
63,0,McHENRY,0,Over Votes,380,14TH CONGRESS,CHE  1,870,0,,0
63,0,McHENRY,0,Blank Ballots,1100,32ND SENATE,CHE  1,870,0,,25
63,0,McHENRY,0,Under Votes,1100,32ND SENATE,CHE  1,870,0,,0
63,0,McHENRY,0,Over Votes,1100,32ND SENATE,CHE  1,870,0,,0
63,0,McHENRY,0,Blank Ballots,2000,63RD REPRESENTATIVE,CHE  1,870,0,,19
63,0,McHENRY,0,Under Votes,2000,63RD REPRESENTATIVE,CHE  1,870,0,,0
63,0,McHENRY,0,Over Votes,2000,63RD REPRESENTATIVE,CHE  1,870,0,,0
63,0,McHENRY,0,Blank Ballots,4670,22ND CIRCUIT- GRAHAM VACANCY,CHE  1,870,0,,114
63,0,McHENRY,0,Under Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,CHE  1,870,0,,0
63,0,McHENRY,0,Over Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,CHE  1,870,0,,0
63,0,McHENRY,0,Blank Ballots,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,CHE  2,1480,0,,57
63,0,McHENRY,0,Under Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,CHE  2,1480,0,,0
63,0,McHENRY,0,Over Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,CHE  2,1480,0,,0
63,0,McHENRY,0,Blank Ballots,120,PRESIDENT AND VICE PRESIDENT,CHE  2,1480,0,,16
63,0,McHENRY,0,Under Votes,120,PRESIDENT AND VICE PRESIDENT,CHE  2,1480,0,,0
63,0,McHENRY,0,Over Votes,120,PRESIDENT AND VICE PRESIDENT,CHE  2,1480,0,,0
63,0,McHENRY,0,Blank Ballots,160,UNITED STATES SENATOR,CHE  2,1480,0,,9
63,0,McHENRY,0,Under Votes,160,UNITED STATES SENATOR,CHE  2,1480,0,,0
63,0,McHENRY,0,Over Votes,160,UNITED STATES SENATOR,CHE  2,1480,0,,0
63,0,McHENRY,0,Blank Ballots,210,COMPTROLLER,CHE  2,1480,0,,18
63,0,McHENRY,0,Under Votes,210,COMPTROLLER,CHE  2,1480,0,,0
63,0,McHENRY,0,Over Votes,210,COMPTROLLER,CHE  2,1480,0,,0
63,0,McHENRY,0,Blank Ballots,380,14TH CONGRESS,CHE  2,1480,0,,25
63,0,McHENRY,0,Under Votes,380,14TH CONGRESS,CHE  2,1480,0,,0
63,0,McHENRY,0,Over Votes,380,14TH CONGRESS,CHE  2,1480,0,,0
63,0,McHENRY,0,Blank Ballots,1100,32ND SENATE,CHE  2,1480,0,,28
63,0,McHENRY,0,Under Votes,1100,32ND SENATE,CHE  2,1480,0,,0
63,0,McHENRY,0,Over Votes,1100,32ND SENATE,CHE  2,1480,0,,0
63,0,McHENRY,0,Blank Ballots,2000,63RD REPRESENTATIVE,CHE  2,1480,0,,25
63,0,McHENRY,0,Under Votes,2000,63RD REPRESENTATIVE,CHE  2,1480,0,,0
63,0,McHENRY,0,Over Votes,2000,63RD REPRESENTATIVE,CHE  2,1480,0,,0
63,0,McHENRY,0,Blank Ballots,4670,22ND CIRCUIT- GRAHAM VACANCY,CHE  2,1480,0,,148
63,0,McHENRY,0,Under Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,CHE  2,1480,0,,0
63,0,McHENRY,0,Over Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,CHE  2,1480,0,,0
63,0,McHENRY,0,Blank Ballots,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,CHE  3,814,0,,38
63,0,McHENRY,0,Under Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,CHE  3,814,0,,0
63,0,McHENRY,0,Over Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,CHE  3,814,0,,0
63,0,McHENRY,0,Blank Ballots,120,PRESIDENT AND VICE PRESIDENT,CHE  3,814,0,,7
63,0,McHENRY,0,Under Votes,120,PRESIDENT AND VICE PRESIDENT,CHE  3,814,0,,0
63,0,McHENRY,0,Over Votes,120,PRESIDENT AND VICE PRESIDENT,CHE  3,814,0,,0
63,0,McHENRY,0,Blank Ballots,160,UNITED STATES SENATOR,CHE  3,814,0,,13
63,0,McHENRY,0,Under Votes,160,UNITED STATES SENATOR,CHE  3,814,0,,0
63,0,McHENRY,0,Over Votes,160,UNITED STATES SENATOR,CHE  3,814,0,,0
63,0,McHENRY,0,Blank Ballots,210,COMPTROLLER,CHE  3,814,0,,15
63,0,McHENRY,0,Under Votes,210,COMPTROLLER,CHE  3,814,0,,0
63,0,McHENRY,0,Over Votes,210,COMPTROLLER,CHE  3,814,0,,0
63,0,McHENRY,0,Blank Ballots,380,14TH CONGRESS,CHE  3,814,0,,22
63,0,McHENRY,0,Under Votes,380,14TH CONGRESS,CHE  3,814,0,,0
63,0,McHENRY,0,Over Votes,380,14TH CONGRESS,CHE  3,814,0,,0
63,0,McHENRY,0,Blank Ballots,1100,32ND SENATE,CHE  3,814,0,,19
63,0,McHENRY,0,Under Votes,1100,32ND SENATE,CHE  3,814,0,,0
63,0,McHENRY,0,Over Votes,1100,32ND SENATE,CHE  3,814,0,,0
63,0,McHENRY,0,Blank Ballots,2000,63RD REPRESENTATIVE,CHE  3,814,0,,16
63,0,McHENRY,0,Under Votes,2000,63RD REPRESENTATIVE,CHE  3,814,0,,0
63,0,McHENRY,0,Over Votes,2000,63RD REPRESENTATIVE,CHE  3,814,0,,0
63,0,McHENRY,0,Blank Ballots,4670,22ND CIRCUIT- GRAHAM VACANCY,CHE  3,814,0,,109
63,0,McHENRY,0,Under Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,CHE  3,814,0,,0
63,0,McHENRY,0,Over Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,CHE  3,814,0,,0
63,0,McHENRY,0,Blank Ballots,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,CHE  4,524,0,,27
63,0,McHENRY,0,Under Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,CHE  4,524,0,,0
63,0,McHENRY,0,Over Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,CHE  4,524,0,,0
63,0,McHENRY,0,Blank Ballots,120,PRESIDENT AND VICE PRESIDENT,CHE  4,524,0,,3
63,0,McHENRY,0,Under Votes,120,PRESIDENT AND VICE PRESIDENT,CHE  4,524,0,,0
63,0,McHENRY,0,Over Votes,120,PRESIDENT AND VICE PRESIDENT,CHE  4,524,0,,0
63,0,McHENRY,0,Blank Ballots,160,UNITED STATES SENATOR,CHE  4,524,0,,10
63,0,McHENRY,0,Under Votes,160,UNITED STATES SENATOR,CHE  4,524,0,,0
63,0,McHENRY,0,Over Votes,160,UNITED STATES SENATOR,CHE  4,524,0,,0
63,0,McHENRY,0,Blank Ballots,210,COMPTROLLER,CHE  4,524,0,,12
63,0,McHENRY,0,Under Votes,210,COMPTROLLER,CHE  4,524,0,,0
63,0,McHENRY,0,Over Votes,210,COMPTROLLER,CHE  4,524,0,,0
63,0,McHENRY,0,Blank Ballots,380,14TH CONGRESS,CHE  4,524,0,,15
63,0,McHENRY,0,Under Votes,380,14TH CONGRESS,CHE  4,524,0,,0
63,0,McHENRY,0,Over Votes,380,14TH CONGRESS,CHE  4,524,0,,0
63,0,McHENRY,0,Blank Ballots,1100,32ND SENATE,CHE  4,524,0,,15
63,0,McHENRY,0,Under Votes,1100,32ND SENATE,CHE  4,524,0,,0
63,0,McHENRY,0,Over Votes,1100,32ND SENATE,CHE  4,524,0,,0
63,0,McHENRY,0,Blank Ballots,2000,63RD REPRESENTATIVE,CHE  4,524,0,,13
63,0,McHENRY,0,Under Votes,2000,63RD REPRESENTATIVE,CHE  4,524,0,,0
63,0,McHENRY,0,Over Votes,2000,63RD REPRESENTATIVE,CHE  4,524,0,,0
63,0,McHENRY,0,Blank Ballots,4670,22ND CIRCUIT- GRAHAM VACANCY,CHE  4,524,0,,54
63,0,McHENRY,0,Under Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,CHE  4,524,0,,0
63,0,McHENRY,0,Over Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,CHE  4,524,0,,0
63,0,McHENRY,0,Blank Ballots,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,CHE  5,1214,0,,52
63,0,McHENRY,0,Under Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,CHE  5,1214,0,,0
63,0,McHENRY,0,Over Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,CHE  5,1214,0,,0
63,0,McHENRY,0,Blank Ballots,120,PRESIDENT AND VICE PRESIDENT,CHE  5,1214,0,,18
63,0,McHENRY,0,Under Votes,120,PRESIDENT AND VICE PRESIDENT,CHE  5,1214,0,,0
63,0,McHENRY,0,Over Votes,120,PRESIDENT AND VICE PRESIDENT,CHE  5,1214,0,,2
63,0,McHENRY,0,Blank Ballots,160,UNITED STATES SENATOR,CHE  5,1214,0,,24
63,0,McHENRY,0,Under Votes,160,UNITED STATES SENATOR,CHE  5,1214,0,,0
63,0,McHENRY,0,Over Votes,160,UNITED STATES SENATOR,CHE  5,1214,0,,1
63,0,McHENRY,0,Blank Ballots,210,COMPTROLLER,CHE  5,1214,0,,29
63,0,McHENRY,0,Under Votes,210,COMPTROLLER,CHE  5,1214,0,,0
63,0,McHENRY,0,Over Votes,210,COMPTROLLER,CHE  5,1214,0,,1
63,0,McHENRY,0,Blank Ballots,380,14TH CONGRESS,CHE  5,1214,0,,32
63,0,McHENRY,0,Under Votes,380,14TH CONGRESS,CHE  5,1214,0,,0
63,0,McHENRY,0,Over Votes,380,14TH CONGRESS,CHE  5,1214,0,,0
63,0,McHENRY,0,Blank Ballots,1100,32ND SENATE,CHE  5,1214,0,,36
63,0,McHENRY,0,Under Votes,1100,32ND SENATE,CHE  5,1214,0,,0
63,0,McHENRY,0,Over Votes,1100,32ND SENATE,CHE  5,1214,0,,1
63,0,McHENRY,0,Blank Ballots,2000,63RD REPRESENTATIVE,CHE  5,1214,0,,27
63,0,McHENRY,0,Under Votes,2000,63RD REPRESENTATIVE,CHE  5,1214,0,,0
63,0,McHENRY,0,Over Votes,2000,63RD REPRESENTATIVE,CHE  5,1214,0,,0
63,0,McHENRY,0,Blank Ballots,4670,22ND CIRCUIT- GRAHAM VACANCY,CHE  5,1214,0,,175
63,0,McHENRY,0,Under Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,CHE  5,1214,0,,0
63,0,McHENRY,0,Over Votes,4670,22ND CIRCUIT- GRAHAM VACANCY,CHE  5,1214,0,,0
63,0,McHENRY,0,Blank Ballots,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,ALD  1,1119,0,,59
63,0,McHENRY,0,Under Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,ALD  1,1119,0,,0
63,0,McHENRY,0,Over Votes,100,For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,ALD  1,1119,0,,2
63,0,McHENRY,0,Blank Ballots,120,PRESIDENT AND VICE PRESIDENT,ALD  1,1119,0,,14
63,0,McHENRY,0,Under Votes,120,PRESIDENT AND VICE PRESIDENT,ALD  1,1119,0,,0
63,0,McHENRY,0,Over Votes,120,PRESIDENT AND VICE PRESIDENT,ALD  1,1119,0,,1
63,0,McHENRY,0,Blank Ballots,160,UNITED STATES SENATOR,ALD  1,1119,0,,18
63,0,McHENRY,0,Under Votes,160,UNITED STATES SENATOR,ALD  1,1119,0,,0
